raceId,driverId,constructorId,grid,position,laps,seconds,fastestLapSpeed,circuitId,Length,Turns,Constructor Experience,Driver Experience,Driver Age,Driver Wins,Constructor Wins,Driver Constructor Experience,DNF Score,prev_position,podium,year,month,day,pit_stop,pit_lap,pit_duration,pit_milliseconds
66,22,11,13,8,58,5391.116,216.568,5,5.338,14,74,232,34,9,0.0,14,0.32,8.0,0,2006,8,27,2.0,42.0,21.555,21555.0
67,22,11,8,6,53,4534.384,248.881,14,5.793,11,76,233,34,9,0.0,15,0.34,6.0,0,2006,9,10,2.0,42.0,21.555,21555.0
68,22,11,3,6,56,5931.878,196.729,17,5.451,16,78,234,34,9,0.0,16,0.36,6.0,0,2006,10,1,2.0,42.0,21.555,21555.0
69,22,11,8,12,52,0.0,222.227,22,5.807,18,80,235,34,9,0.0,17,0.36,12.0,0,2006,10,8,2.0,42.0,21.555,21555.0
70,22,11,5,7,71,5554.045,211.366,18,4.309,15,82,236,34,9,0.0,18,0.38,7.0,0,2006,10,22,2.0,42.0,21.555,21555.0
36,22,11,16,11,57,0.0,216.699,1,5.278,14,84,237,34,9,0.0,19,0.37,11.0,0,2007,3,18,2.0,42.0,21.555,21555.0
37,22,11,22,11,55,0.0,202.451,2,5.543,15,86,238,34,9,0.0,20,0.36,11.0,0,2007,4,8,2.0,42.0,21.555,21555.0
38,22,11,15,13,56,0.0,203.284,3,5.412,15,88,239,34,9,0.0,21,0.35,13.0,0,2007,4,15,2.0,42.0,21.555,21555.0
39,22,11,12,10,64,0.0,198.82,4,4.657,14,90,240,34,9,0.0,22,0.34,10.0,0,2007,5,13,1.0,16.0,25.978,25978.0
40,22,11,9,10,77,0.0,155.993,6,3.337,19,92,241,35,9,0.0,23,0.34,10.0,0,2007,5,27,2.0,37.0,23.871,23871.0
43,22,11,13,11,69,0.0,205.641,8,4.411,17,98,244,35,9,0.0,26,0.34,11.0,0,2007,7,1,2.0,16.0,22.046,22046.0
44,22,11,14,9,58,0.0,221.948,9,5.891,18,100,245,35,9,0.0,27,0.33,9.0,0,2007,7,8,3.0,32.0,22.55,22550.0
45,22,11,14,11,59,0.0,193.792,20,5.148,15,102,246,35,9,0.0,28,0.32,11.0,0,2007,7,22,1.0,15.0,20.989,20989.0
46,22,11,18,18,68,0.0,192.327,11,4.381,14,104,247,35,9,0.0,29,0.33,18.0,0,2007,8,5,2.0,30.0,21.058,21058.0
47,22,11,22,17,57,0.0,214.681,5,5.338,14,106,248,35,9,0.0,30,0.32,17.0,0,2007,8,26,3.0,47.0,28.708,28708.0
48,22,11,12,10,53,4784.764,246.024,14,5.793,11,108,249,35,9,0.0,31,0.33,10.0,0,2007,9,9,1.0,10.0,21.649,21649.0
49,22,11,17,13,43,0.0,227.817,13,7.004,20,110,250,35,9,0.0,32,0.33,13.0,0,2007,9,16,2.0,25.0,21.084,21084.0
50,22,11,17,10,67,7322.921,180.395,16,4.563,16,112,251,35,9,0.0,33,0.33,10.0,0,2007,9,30,3.0,40.0,21.006,21006.0
51,22,11,16,15,55,0.0,195.228,17,5.451,16,114,252,35,9,0.0,34,0.33,15.0,0,2007,10,7,1.0,13.0,20.773,20773.0
19,22,11,14,13,55,0.0,206.372,2,5.543,15,120,255,35,9,0.0,37,0.32,13.0,0,2008,3,23,2.0,30.0,20.267,20267.0
20,22,11,12,11,57,5544.832,205.399,3,5.412,15,122,256,35,9,0.0,38,0.33,11.0,0,2008,4,6,3.0,48.0,23.23,23230.0
22,22,11,12,14,57,0.0,218.33,5,5.338,14,126,258,35,9,0.0,40,0.33,14.0,0,2008,5,11,1.0,34.0,25.037,25037.0
24,22,11,9,7,70,5837.824,200.503,7,4.361,14,130,260,36,9,0.0,42,0.34,7.0,0,2008,6,8,1.0,12.0,20.676,20676.0
25,22,11,20,14,69,0.0,203.665,8,4.411,17,132,261,36,9,0.0,43,0.33,14.0,0,2008,6,22,2.0,28.0,20.286,20286.0
28,22,11,17,16,68,0.0,191.319,11,4.381,14,138,264,36,9,0.0,46,0.33,16.0,0,2008,8,3,1.0,11.0,25.737,25737.0
31,22,11,16,17,52,0.0,222.053,14,5.793,11,144,267,36,9,0.0,49,0.33,17.0,0,2008,9,14,3.0,40.0,27.24,27240.0
33,22,11,17,13,66,0.0,203.869,16,4.563,16,148,269,36,9,0.0,51,0.32,13.0,0,2008,10,12,1.0,22.0,20.839,20839.0
34,22,11,13,11,56,5602.464,200.558,17,5.451,16,150,270,36,9,0.0,52,0.33,11.0,0,2008,10,19,2.0,48.0,20.879,20879.0
35,22,11,15,15,70,0.0,205.696,18,4.309,15,152,271,36,9,0.0,53,0.32,15.0,0,2008,11,2,1.0,12.0,21.902,21902.0
337,22,3,11,10,49,6022.885,189.233,3,5.412,15,1069,289,37,11,114.0,1,0.51,10.0,0,2010,3,14,1.0,14.0,21.097,21097.0
338,22,3,8,8,58,5677.067,213.998,1,5.278,14,1071,290,37,11,114.0,2,0.51,8.0,0,2010,3,28,2.0,31.0,20.9,20900.0
339,22,3,7,12,55,0.0,200.695,2,5.543,15,1073,291,37,11,114.0,3,0.51,12.0,0,2010,4,4,3.0,45.0,21.138,21138.0
214,23,17,3,6,72,6020.363,0.0,8,4.411,17,210,8,22,0,0.0,8,0.26,6.0,0,1997,6,29,1.0,28.0,22.048,22048.0
215,23,17,5,5,59,5313.545,0.0,9,5.891,18,212,9,22,0,0.0,9,0.26,5.0,0,1997,7,13,1.0,17.0,23.161,23161.0
216,23,17,7,5,45,4889.041,0.0,10,4.574,17,214,10,22,0,0.0,10,0.27,5.0,0,1997,7,27,2.0,37.0,24.001,24001.0
217,23,17,14,5,77,6377.864,0.0,11,4.381,14,216,11,22,0,0.0,11,0.27,5.0,0,1997,8,10,3.0,54.0,22.981,22981.0
222,23,17,13,9,53,5470.482,0.0,22,5.807,18,226,16,22,0,0.0,16,0.29,9.0,0,1997,10,12,1.0,17.0,28.013,28013.0
194,23,17,9,7,60,0.0,0.0,21,4.909,19,236,21,22,0,0.0,21,0.28,7.0,0,1998,4,26,2.0,35.0,23.378,23378.0
195,23,17,11,11,63,0.0,0.0,4,4.657,14,238,22,22,0,0.0,22,0.28,11.0,0,1998,5,10,1.0,15.0,23.703,23703.0
198,23,17,6,16,68,0.0,0.0,8,4.411,17,244,25,23,0,0.0,25,0.28,16.0,0,1998,6,28,2.0,40.0,24.068,24068.0
199,23,17,21,6,59,0.0,0.0,9,5.891,18,246,26,23,0,0.0,26,0.28,6.0,0,1998,7,12,1.0,11.0,22.96,22960.0
176,23,3,11,4,71,0.0,0.0,18,4.309,15,691,35,23,0,110.0,2,0.51,4.0,0,1999,4,11,3.0,34.0,23.732,23732.0
179,23,3,10,5,65,5740.873,0.0,4,4.657,14,697,38,23,0,110.0,5,0.51,5.0,0,1999,5,30,1.0,24.0,26.864,26864.0
184,23,3,11,4,45,4931.403,0.0,10,4.574,17,707,43,24,0,110.0,10,0.51,4.0,0,1999,8,1,3.0,49.0,24.853,24853.0
185,23,3,16,9,76,0.0,0.0,11,4.381,14,709,44,24,0,110.0,11,0.51,9.0,0,1999,8,15,1.0,5.0,22.491,22491.0
186,23,3,5,5,44,5191.124,0.0,13,7.004,20,711,45,24,0,110.0,12,0.51,5.0,0,1999,8,29,2.0,22.0,22.277,22277.0
188,23,3,4,4,66,6153.822,0.0,20,5.148,15,715,47,24,0,110.0,14,0.51,4.0,0,1999,9,26,3.0,37.0,22.227,22227.0
190,23,3,9,5,53,5578.279,0.0,22,5.807,18,719,49,24,0,110.0,16,0.51,5.0,0,1999,10,31,3.0,37.0,22.227,22227.0
159,23,3,11,5,70,0.0,0.0,18,4.309,15,723,51,24,0,110.0,18,0.51,5.0,0,2000,3,26,3.0,37.0,22.227,22227.0
161,23,3,7,4,60,5371.42,0.0,9,5.891,18,727,53,24,0,110.0,20,0.51,4.0,0,2000,4,23,3.0,37.0,22.227,22227.0
162,23,3,5,4,65,5672.701,0.0,4,4.657,14,729,54,24,0,110.0,21,0.51,4.0,0,2000,5,7,3.0,37.0,22.227,22227.0
165,23,3,12,14,64,0.0,0.0,7,4.361,14,735,57,24,0,110.0,24,0.5,14.0,0,2000,6,18,3.0,37.0,22.227,22227.0
166,23,3,5,5,72,5949.519,0.0,8,4.411,17,737,58,25,0,110.0,25,0.5,5.0,0,2000,7,2,3.0,37.0,22.227,22227.0
168,23,3,14,7,45,5165.316,0.0,10,4.574,17,741,60,25,0,110.0,27,0.5,7.0,0,2000,7,30,3.0,37.0,22.227,22227.0
169,23,3,4,5,77,6384.306,0.0,11,4.381,14,743,61,25,0,110.0,28,0.5,5.0,0,2000,8,13,3.0,37.0,22.227,22227.0
142,23,3,3,5,55,6503.034,0.0,2,5.543,15,757,68,25,0,110.0,35,0.5,5.0,0,2001,3,18,3.0,37.0,22.227,22227.0
149,23,3,2,4,67,5416.069,0.0,20,5.148,15,771,75,26,2,110.0,42,0.5,4.0,0,2001,6,24,3.0,37.0,22.227,22227.0
153,23,3,4,4,77,6159.362,0.0,11,4.381,14,779,79,26,3,110.0,46,0.5,4.0,0,2001,8,19,3.0,37.0,22.227,22227.0
154,23,3,2,7,36,4144.988,0.0,13,7.004,20,781,80,26,3,110.0,47,0.5,7.0,0,2001,9,2,3.0,37.0,22.227,22227.0
157,23,3,3,6,53,5290.42,0.0,22,5.807,18,787,83,26,3,110.0,50,0.5,6.0,0,2001,10,14,3.0,37.0,22.227,22227.0
128,23,3,3,11,63,0.0,0.0,4,4.657,14,797,88,26,4,112.0,55,0.5,11.0,0,2002,4,28,3.0,37.0,22.227,22227.0
131,23,3,4,7,70,0.0,0.0,7,4.361,14,803,91,26,4,112.0,58,0.5,7.0,0,2002,6,9,3.0,37.0,22.227,22227.0
132,23,3,2,4,60,5774.389,0.0,20,5.148,15,805,92,27,4,112.0,59,0.5,4.0,0,2002,6,23,3.0,37.0,22.227,22227.0
133,23,3,4,8,59,0.0,0.0,9,5.891,18,807,93,27,4,112.0,60,0.5,8.0,0,2002,7,7,3.0,37.0,22.227,22227.0
134,23,3,5,5,72,5571.609,0.0,8,4.411,17,809,94,27,4,112.0,61,0.51,5.0,0,2002,7,21,3.0,37.0,22.227,22227.0
137,23,3,4,5,44,4937.074,0.0,13,7.004,20,815,97,27,4,112.0,64,0.51,5.0,0,2002,9,1,3.0,37.0,22.227,22227.0
140,23,3,5,11,48,0.0,0.0,22,5.807,18,821,100,27,4,112.0,67,0.51,11.0,0,2002,10,13,3.0,37.0,22.227,22227.0
108,23,3,9,8,58,5727.845,0.0,1,5.278,14,823,101,27,4,112.0,68,0.51,8.0,0,2003,3,9,3.0,37.0,22.227,22227.0
109,23,3,17,4,56,5630.221,0.0,2,5.543,15,825,102,27,4,112.0,69,0.51,4.0,0,2003,3,23,3.0,37.0,22.227,22227.0
110,23,3,6,7,54,5516.726,0.0,18,4.309,15,827,103,27,4,112.0,70,0.51,7.0,0,2003,4,6,3.0,37.0,22.227,22227.0
111,23,3,2,4,62,5300.861,0.0,21,4.909,19,829,104,27,4,112.0,71,0.51,4.0,0,2003,4,20,3.0,37.0,22.227,22227.0
112,23,3,7,5,64,0.0,0.0,4,4.657,14,831,105,27,4,112.0,72,0.51,5.0,0,2003,5,4,3.0,37.0,22.227,22227.0
114,23,3,1,4,78,6167.528,0.0,6,3.337,19,835,107,27,4,112.0,74,0.51,4.0,0,2003,6,1,3.0,37.0,22.227,22227.0
118,23,3,4,9,60,5375.586,0.0,9,5.891,18,843,111,28,6,112.0,78,0.52,9.0,0,2003,7,20,3.0,37.0,22.227,22227.0
120,23,3,2,4,70,5977.08,0.0,11,4.381,14,847,113,28,6,113.0,80,0.52,4.0,0,2003,8,24,3.0,37.0,22.227,22227.0
123,23,3,19,12,52,0.0,0.0,22,5.807,18,853,115,28,6,114.0,82,0.52,12.0,0,2003,10,12,3.0,37.0,22.227,22227.0
90,23,3,8,4,58,5116.18,222.441,1,5.278,14,855,116,28,6,114.0,83,0.52,4.0,0,2004,3,7,3.0,37.0,22.227,22227.0
92,23,3,4,7,57,5373.03,214.815,3,5.412,15,859,118,28,6,114.0,85,0.52,7.0,0,2004,4,4,3.0,37.0,22.227,22227.0
93,23,3,5,7,62,5235.4,217.395,21,4.909,19,861,119,28,6,114.0,86,0.52,7.0,0,2004,4,25,3.0,37.0,22.227,22227.0
94,23,3,6,6,66,5326.645,212.063,4,4.657,14,863,120,28,6,114.0,87,0.52,6.0,0,2004,5,9,3.0,37.0,22.227,22227.0
95,23,3,12,10,69,0.0,154.972,6,3.337,19,865,121,28,6,114.0,88,0.52,10.0,0,2004,5,23,3.0,37.0,22.227,22227.0
107,23,3,7,5,71,5331.191,216.158,18,4.309,15,889,127,29,6,114.0,94,0.52,5.0,0,2004,10,24,3.0,37.0,22.227,22227.0
71,23,7,15,12,56,0.0,220.611,1,5.278,14,104,128,29,6,0.0,1,0.25,12.0,0,2005,3,6,3.0,37.0,22.227,22227.0
72,23,7,5,5,56,5545.59,207.169,2,5.543,15,106,129,29,6,0.0,2,0.26,5.0,0,2005,3,20,3.0,37.0,22.227,22227.0
73,23,7,6,4,57,5411.803,210.213,3,5.412,15,108,130,29,6,0.0,3,0.28,4.0,0,2005,4,3,3.0,37.0,22.227,22227.0
74,23,7,10,9,62,5357.762,210.836,21,4.909,19,110,131,29,6,0.0,4,0.29,9.0,0,2005,4,24,3.0,37.0,22.227,22227.0
75,23,7,4,4,66,5283.549,217.829,4,4.657,14,112,132,29,6,0.0,5,0.3,4.0,0,2005,5,8,3.0,37.0,22.227,22227.0
76,23,7,18,6,78,6352.673,156.014,6,3.337,19,114,133,29,6,0.0,6,0.31,6.0,0,2005,5,22,3.0,37.0,22.227,22227.0
78,23,7,10,6,69,0.0,207.044,7,4.361,14,118,135,29,6,0.0,8,0.31,6.0,0,2005,6,12,3.0,37.0,22.227,22227.0
80,23,7,11,7,69,0.0,203.316,8,4.411,17,122,136,30,6,0.0,9,0.3,7.0,0,2005,7,3,3.0,37.0,22.227,22227.0
81,23,7,8,8,60,5148.788,225.812,9,5.891,18,124,137,30,6,0.0,10,0.31,8.0,0,2005,7,10,3.0,37.0,22.227,22227.0
82,23,7,12,6,67,5240.841,216.455,10,4.574,17,126,138,30,6,0.0,11,0.32,6.0,0,2005,7,24,3.0,37.0,22.227,22227.0
84,23,7,9,12,57,0.0,220.819,5,5.338,14,130,140,30,6,0.0,13,0.33,12.0,0,2005,8,21,3.0,37.0,22.227,22227.0
85,23,7,9,6,53,4512.584,251.032,14,5.793,11,132,141,30,6,0.0,14,0.34,6.0,0,2005,9,4,3.0,37.0,22.227,22227.0
86,23,7,5,7,44,5488.795,225.329,13,7.004,20,134,142,30,6,0.0,15,0.34,7.0,0,2005,9,11,3.0,37.0,22.227,22227.0
87,23,7,10,8,70,0.0,210.411,18,4.309,15,136,143,30,6,0.0,16,0.35,8.0,0,2005,9,25,3.0,37.0,22.227,22227.0
88,23,7,1,8,53,5391.76,225.283,22,5.807,18,138,144,30,6,0.0,17,0.35,8.0,0,2005,10,9,3.0,37.0,22.227,22227.0
53,23,7,17,14,56,0.0,207.021,3,5.412,15,142,146,30,6,0.0,19,0.35,14.0,0,2006,3,12,3.0,37.0,22.227,22227.0
54,23,7,22,8,56,5521.817,208.544,2,5.543,15,144,147,30,6,0.0,20,0.35,8.0,0,2006,3,19,3.0,37.0,22.227,22227.0
56,23,7,6,9,62,5511.997,209.25,21,4.909,19,148,149,30,6,0.0,22,0.35,9.0,0,2006,4,23,3.0,37.0,22.227,22227.0
59,23,7,10,8,77,0.0,155.068,6,3.337,19,154,152,30,6,0.0,25,0.34,8.0,0,2006,5,28,3.0,37.0,22.227,22227.0
63,23,7,5,4,70,5555.003,204.084,8,4.411,17,162,156,31,6,0.0,29,0.34,4.0,0,2006,7,16,3.0,37.0,22.227,22227.0
64,23,7,8,9,67,5331.993,214.509,10,4.574,17,164,157,31,6,0.0,30,0.35,9.0,0,2006,7,30,3.0,37.0,22.227,22227.0
65,23,7,6,6,69,0.0,185.01,11,4.381,14,166,158,31,6,0.0,31,0.34,6.0,0,2006,8,6,3.0,37.0,22.227,22227.0
66,23,7,15,7,58,5390.419,215.715,5,5.338,14,168,159,31,6,0.0,32,0.35,7.0,0,2006,8,27,3.0,37.0,22.227,22227.0
67,23,7,13,15,52,0.0,245.821,14,5.793,11,170,160,31,6,0.0,33,0.35,15.0,0,2006,9,10,3.0,37.0,22.227,22227.0
69,23,7,3,7,53,5081.282,223.329,22,5.807,18,174,162,31,6,0.0,35,0.35,7.0,0,2006,10,8,3.0,37.0,22.227,22227.0
36,23,7,9,8,57,0.0,217.444,1,5.278,14,178,164,31,6,0.0,37,0.34,8.0,0,2007,3,18,3.0,37.0,22.227,22227.0
37,23,7,9,15,55,0.0,201.07,2,5.543,15,180,165,31,6,0.0,38,0.34,15.0,0,2007,4,8,3.0,37.0,22.227,22227.0
38,23,7,14,12,56,0.0,203.278,3,5.412,15,182,166,31,6,0.0,39,0.35,12.0,0,2007,4,15,3.0,37.0,22.227,22227.0
40,23,7,20,16,76,0.0,155.688,6,3.337,19,186,168,31,6,0.0,41,0.35,16.0,0,2007,5,27,3.0,37.0,22.227,22227.0
41,23,7,18,8,70,6274.18,201.509,7,4.361,14,188,169,31,6,0.0,42,0.35,8.0,0,2007,6,10,3.0,37.0,22.227,22227.0
43,23,7,11,10,69,0.0,206.319,8,4.411,17,192,171,32,6,0.0,44,0.35,10.0,0,2007,7,1,3.0,37.0,22.227,22227.0
46,23,7,5,6,70,5803.66,194.804,11,4.381,14,198,174,32,6,0.0,47,0.34,6.0,0,2007,8,5,3.0,37.0,22.227,22227.0
47,23,7,16,12,57,0.0,216.103,5,5.338,14,200,175,32,6,0.0,48,0.34,12.0,0,2007,8,26,3.0,37.0,22.227,22227.0
48,23,7,18,15,52,0.0,245.492,14,5.793,11,202,176,32,6,0.0,49,0.34,15.0,0,2007,9,9,3.0,37.0,22.227,22227.0
49,23,7,10,10,44,4927.64,229.175,13,7.004,20,204,177,32,6,0.0,50,0.35,10.0,0,2007,9,16,3.0,37.0,22.227,22227.0
52,23,7,15,11,70,0.0,211.432,18,4.309,15,210,180,32,6,0.0,53,0.34,11.0,0,2007,10,21,3.0,37.0,22.227,22227.0
74,24,9,15,8,62,5345.685,212.71,21,4.909,19,8,1,24,0,0.0,1,0.62,8.0,0,2005,4,24,3.0,37.0,22.227,22227.0
77,24,9,14,9,59,5578.177,201.506,20,5.148,15,14,4,24,0,0.0,4,0.5,9.0,0,2005,5,29,3.0,37.0,22.227,22227.0
53,24,5,15,11,57,5472.202,208.421,3,5.412,15,2,5,25,0,0.0,1,0.5,11.0,0,2006,3,12,3.0,37.0,22.227,22227.0
54,24,5,13,11,54,0.0,204.902,2,5.543,15,4,6,25,0,0.0,2,0.5,11.0,0,2006,3,19,3.0,37.0,22.227,22227.0
56,24,5,16,14,61,0.0,208.363,21,4.909,19,8,8,25,0,0.0,4,0.38,14.0,0,2006,4,23,3.0,37.0,22.227,22227.0
58,24,5,15,15,63,0.0,212.226,4,4.657,14,12,10,25,0,0.0,6,0.25,15.0,0,2006,5,14,3.0,37.0,22.227,22227.0
59,24,5,12,10,77,0.0,154.828,6,3.337,19,14,11,25,0,0.0,7,0.21,10.0,0,2006,5,28,3.0,37.0,22.227,22227.0
60,24,5,13,13,59,0.0,219.75,9,5.891,18,16,12,25,0,0.0,8,0.19,13.0,0,2006,6,11,3.0,37.0,22.227,22227.0
61,24,5,15,13,68,0.0,201.075,7,4.361,14,18,13,25,0,0.0,9,0.22,13.0,0,2006,6,25,3.0,37.0,22.227,22227.0
63,24,5,22,13,69,0.0,202.957,8,4.411,17,22,15,25,0,0.0,11,0.18,13.0,0,2006,7,16,3.0,37.0,22.227,22227.0
64,24,5,16,10,66,0.0,212.724,10,4.574,17,24,16,25,0,0.0,12,0.17,10.0,0,2006,7,30,3.0,37.0,22.227,22227.0
67,24,5,17,14,52,0.0,246.033,14,5.793,11,30,19,26,0,0.0,15,0.17,14.0,0,2006,9,10,1.0,11.0,23.426,23426.0
68,24,5,13,10,55,0.0,192.936,17,5.451,16,32,20,26,0,0.0,16,0.16,10.0,0,2006,10,1,2.0,26.0,22.52,22520.0
69,24,5,15,14,52,0.0,222.086,22,5.807,18,34,21,26,0,0.0,17,0.15,14.0,0,2006,10,8,3.0,41.0,26.23,26230.0
70,24,5,15,13,70,0.0,210.517,18,4.309,15,36,22,26,0,0.0,18,0.14,13.0,0,2006,10,22,1.0,10.0,22.572,22572.0
36,24,5,19,14,57,0.0,216.247,1,5.278,14,38,23,26,0,0.0,19,0.13,14.0,0,2007,3,18,2.0,22.0,21.991,21991.0
37,24,5,16,17,55,0.0,202.695,2,5.543,15,40,24,26,0,0.0,20,0.12,17.0,0,2007,4,8,3.0,32.0,22.069,22069.0
44,24,5,16,16,53,0.0,221.308,9,5.891,18,54,31,26,0,0.0,27,0.11,16.0,0,2007,7,8,1.0,10.0,23.442,23442.0
47,24,5,15,15,57,0.0,214.561,5,5.338,14,60,34,27,0,0.0,30,0.1,15.0,0,2007,8,26,2.0,25.0,21.132,21132.0
48,24,5,19,17,52,0.0,244.278,14,5.793,11,62,35,27,0,0.0,31,0.1,17.0,0,2007,9,9,3.0,40.0,21.091,21091.0
49,24,5,13,12,43,0.0,227.71,13,7.004,20,64,36,27,0,0.0,32,0.09,12.0,0,2007,9,16,1.0,10.0,21.05,21050.0
50,24,5,14,9,67,7315.201,181.205,16,4.563,16,66,37,27,0,0.0,33,0.11,9.0,0,2007,9,30,2.0,21.0,20.421,20421.0
51,24,5,11,6,56,5952.068,196.917,17,5.451,16,68,38,27,0,0.0,34,0.13,6.0,0,2007,10,7,3.0,35.0,20.843,20843.0
52,24,5,14,13,69,0.0,210.643,18,4.309,15,70,39,27,0,0.0,35,0.14,13.0,0,2007,10,21,4.0,45.0,22.087,22087.0
14,24,10,19,14,61,7059.839,166.249,15,4.94,19,64,41,29,0,0.0,2,0.3,14.0,0,2009,9,27,1.0,10.0,20.881,20881.0
15,24,10,18,14,53,5316.177,221.702,22,5.807,18,66,42,29,0,0.0,3,0.32,14.0,0,2009,10,4,2.0,19.0,20.079,20079.0
16,24,10,20,12,71,5614.469,206.859,18,4.309,15,68,43,29,0,0.0,4,0.32,12.0,0,2009,10,18,3.0,29.0,20.279,20279.0
17,24,10,16,15,55,5737.864,197.422,24,5.281,16,70,44,29,0,0.0,5,0.33,15.0,0,2009,11,1,4.0,47.0,19.984,19984.0
338,24,10,13,7,58,5676.378,212.865,1,5.278,14,74,46,29,0,0.0,7,0.35,7.0,0,2010,3,28,2.0,55.0,26.269,26269.0
342,24,10,10,9,78,6620.66,157.915,6,3.337,19,82,50,29,0,0.0,11,0.38,9.0,0,2010,5,16,2.0,36.0,22.402,22402.0
343,24,10,18,13,57,0.0,210.201,5,5.338,14,84,51,29,0,0.0,12,0.38,13.0,0,2010,5,30,3.0,50.0,22.77,22770.0
344,24,10,5,9,69,0.0,197.855,7,4.361,14,86,52,29,0,0.0,13,0.37,9.0,0,2010,6,13,1.0,13.0,20.465,20465.0
346,24,10,20,11,52,5120.659,225.569,9,5.891,18,90,54,29,0,0.0,15,0.4,11.0,0,2010,7,11,3.0,42.0,20.367,20367.0
347,24,10,21,16,65,0.0,214.977,10,4.574,17,92,55,29,0,0.0,16,0.41,16.0,0,2010,7,25,1.0,12.0,23.973,23973.0
348,24,10,16,13,69,0.0,184.77,11,4.381,14,94,56,30,0,0.0,17,0.4,13.0,0,2010,8,1,2.0,26.0,25.49,25490.0
349,24,10,12,10,44,5379.099,224.593,13,7.004,20,96,57,30,0,0.0,18,0.42,10.0,0,2010,8,29,3.0,38.0,23.785,23785.0
350,24,10,19,12,53,4650.678,245.056,14,5.793,11,98,58,30,0,0.0,19,0.42,12.0,0,2010,9,12,1.0,14.0,20.44,20440.0
353,24,10,17,6,55,10154.381,181.501,35,5.615,18,104,61,30,0,0.0,22,0.41,6.0,0,2010,10,24,2.0,30.0,21.299,21299.0
195,25,22,5,4,65,5680.838,0.0,4,4.657,14,398,8,24,0,29.0,8,0.47,4.0,0,1998,5,10,1.0,10.0,21.82,21820.0
197,25,22,11,4,69,6120.532,0.0,7,4.361,14,402,10,24,0,29.0,10,0.48,4.0,0,1998,6,7,2.0,19.0,21.369,21369.0
198,25,22,10,5,70,0.0,0.0,8,4.411,17,404,11,24,0,29.0,11,0.48,5.0,0,1998,6,28,3.0,34.0,21.455,21455.0
199,25,22,11,4,59,0.0,0.0,9,5.891,18,406,12,24,0,29.0,12,0.47,4.0,0,1998,7,12,1.0,14.0,20.828,20828.0
201,25,22,7,11,45,4905.994,0.0,10,4.574,17,410,14,24,0,29.0,14,0.47,11.0,0,1998,8,2,1.0,16.0,21.392,21392.0
205,25,22,8,7,67,5599.578,0.0,20,5.148,15,418,18,24,0,29.0,18,0.47,7.0,0,1998,9,27,2.0,37.0,21.24,21240.0
206,25,22,9,9,50,0.0,0.0,22,5.807,18,420,19,24,0,29.0,19,0.47,9.0,0,1998,11,1,1.0,17.0,25.182,25182.0
176,25,22,9,7,70,0.0,0.0,18,4.309,15,424,21,25,0,29.0,21,0.47,7.0,0,1999,4,11,2.0,35.0,20.0,20000.0
178,25,22,10,6,77,0.0,0.0,6,3.337,19,428,23,25,0,29.0,23,0.46,6.0,0,1999,5,16,3.0,54.0,19.525,19525.0
179,25,22,18,10,64,0.0,0.0,4,4.657,14,430,24,25,0,29.0,24,0.46,10.0,0,1999,5,30,1.0,18.0,20.755,20755.0
182,25,22,18,10,60,5622.267,0.0,9,5.891,18,436,27,25,0,29.0,27,0.46,10.0,0,1999,7,11,2.0,38.0,20.99,20990.0
184,25,22,13,7,45,4951.927,0.0,10,4.574,17,440,29,25,0,29.0,29,0.46,7.0,0,1999,8,1,1.0,14.0,23.302,23302.0
185,25,22,7,7,77,6444.548,0.0,11,4.381,14,442,30,25,0,29.0,30,0.46,7.0,0,1999,8,15,2.0,37.0,22.915,22915.0
186,25,22,15,14,44,5260.802,0.0,13,7.004,20,444,31,25,0,29.0,31,0.47,14.0,0,1999,8,29,1.0,5.0,24.569,24569.0
189,25,22,7,8,56,5859.428,0.0,2,5.543,15,450,34,25,0,29.0,34,0.46,8.0,0,1999,10,17,2.0,14.0,26.337,26337.0
190,25,22,15,10,52,0.0,0.0,22,5.807,18,452,35,25,0,29.0,35,0.46,10.0,0,1999,10,31,3.0,39.0,23.195,23195.0
158,25,22,14,7,58,5688.902,0.0,1,5.278,14,454,36,26,0,29.0,36,0.46,7.0,0,2000,3,12,3.0,34.0,20.471,20471.0
160,25,22,11,9,61,0.0,0.0,21,4.909,19,458,38,26,0,29.0,38,0.46,9.0,0,2000,4,9,1.0,6.0,20.474,20474.0
161,25,22,20,9,59,0.0,0.0,9,5.891,18,460,39,26,0,29.0,39,0.46,9.0,0,2000,4,23,2.0,21.0,20.377,20377.0
162,25,22,18,10,64,0.0,0.0,4,4.657,14,462,40,26,0,29.0,40,0.46,10.0,0,2000,5,7,1.0,9.0,22.236,22236.0
163,25,22,14,12,61,0.0,0.0,20,5.148,15,464,41,26,0,29.0,41,0.46,12.0,0,2000,5,21,2.0,23.0,22.649,22649.0
165,25,22,14,9,69,6152.212,0.0,7,4.361,14,468,43,26,0,29.0,43,0.46,9.0,0,2000,6,18,3.0,39.0,21.705,21705.0
169,25,22,11,11,76,0.0,0.0,11,4.381,14,476,47,26,0,29.0,47,0.45,11.0,0,2000,8,13,2.0,17.0,24.864,24864.0
170,25,22,19,13,43,0.0,0.0,13,7.004,20,478,48,26,0,29.0,48,0.45,13.0,0,2000,8,27,3.0,40.0,20.129,20129.0
171,25,22,13,5,53,5319.064,0.0,14,5.793,11,480,49,26,0,29.0,49,0.45,5.0,0,2000,9,10,1.0,29.0,25.566,25566.0
